Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
9:18:00,Friday,31-50,Male,Unknown,Other,,Pick up upto 10Q,Owner,1-2yr,,Office areas,Undivided Two way,Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
0:56:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
16:55:00,Monday,31-50,Male,High school,Employee,Below 1yr,Stationwagen,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with mountainous terrain and,Y,Earth roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,2,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
16:55:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,2,Moving Backward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
8:50:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,31-50,Other,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
7:25:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,18-30,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
10:04:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,,Church areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
14:15:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Organization,1-2yr,No defect,Office areas,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
14:15:00,Saturday,Unknown,Female,Junior high school,Employee,5-10yr,Motorcycle,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
21:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
8:55:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Governmental,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Driver or rider,Female,18-30,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
20:21:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with rolling terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
8:38:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Gentle horizontal curve,+,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
9:40:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Governmental,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,Employee,Normal,Not a Pedestrian,Other,Serious Injury
21:37:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Long lorry,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Over 51,Other,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
9:55:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,18-30,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
9:55:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
17:00:00,Sunday,18-30,Male,Above high school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Out of junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,18-30,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
12:10:00,Tuesday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,Under 18,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
7:25:00,Wednesday,18-30,Male,Junior high school,Owner,Above 10yr,Lorry (11?40Q),Owner,5-10yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,Other,Serious Injury
15:09:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,Over 51,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
11:50:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
11:50:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,1-2yr,,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
7:45:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
7:45:00,Monday,18-30,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Stopping,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury
17:17:00,Wednesday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,Self-employed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Changing lane to the right,Serious Injury
8:40:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,Driver,Normal,Not a Pedestrian,Overturning,Serious Injury
8:40:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
13:55:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Organization,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Serious Injury
3:42:00,Wednesday,Unknown,Male,High school,Employee,Above 10yr,Other,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
11:27:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
12:55:00,Friday,31-50,Male,High school,Owner,,Lorry (41?100Q),Owner,Above 10yr,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury
20:50:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Above 10yr,,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Entering a junction,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
1:12:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Passenger,Male,Over 51,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
1:12:00,Sunday,Unknown,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
1:12:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
8:32:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,,Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
9:05:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
9:05:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury
8:05:00,Wednesday,31-50,Male,Junior high school,Owner,Below 1yr,Stationwagen,Owner,5-10yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Turnover,Pedestrian,Female,Under 18,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
11:50:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
14:52:00,Tuesday,Under 18,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
19:35:00,Tuesday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
16:30:00,Friday,Unknown,Female,Elementary school,Employee,2-5yr,Automobile,Owner,Above 10yr,,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
16:30:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Entering a junction,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
13:50:00,Thursday,Over 51,Male,Junior high school,Owner,5-10yr,Lorry (11?40Q),Owner,Above 10yr,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Entering a junction,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
13:50:00,Thursday,18-30,Male,Elementary school,Employee,1-2yr,Pick up upto 10Q,Owner,5-10yrs,,Church areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
8:06:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,2-5yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,O,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Over 51,Other,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
20:30:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
18:26:00,Saturday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y,Earth roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
6:46:00,Wednesday,31-50,Male,Writing & reading,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury
22:00:00,Wednesday,Unknown,Female,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Other,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,,2,1,Going straight,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury
22:00:00,Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Collision with pedestrians,2,1,Getting off,Pedestrian,Male,18-30,Driver,Normal,"Walking along in carriageway, back to traffic",No distancing,Serious Injury
21:30:00,Thursday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,Unknown or other,No distancing,Serious Injury
21:30:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Student,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
16:21:00,Thursday,Under 18,Male,Junior high school,Owner,1-2yr,Automobile,Governmental,1-2yr,,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Male,Under 18,Self-employed,Normal,Unknown or other,No distancing,Serious Injury
16:21:00,Thursday,31-50,Male,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Earth roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,3,2,Other,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
16:21:00,Thursday,Under 18,Male,Unknown,Owner,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Rollover,3,2,Going straight,Driver or rider,Female,Over 51,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
7:36:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
17:20:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
12:44:00,Monday,31-50,Male,Elementary school,Employee,Below 1yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury
12:44:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Unemployed,Normal,Not a Pedestrian,No distancing,Serious Injury
18:38:00,Saturday,Unknown,Female,Elementary school,Employee,,Public (12 seats),Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Pedestrian,Male,18-30,Driver,Normal,Crossing from driver's nearside,No distancing,Serious Injury
3:39:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,1,Going straight,Passenger,Male,5,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
22:44:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Other,Pedestrian,Male,Over 51,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
16:25:00,Saturday,18-30,Male,Elementary school,Employee,1-2yr,Motorcycle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury
15:40:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Overtaking,Pedestrian,Male,31-50,Other,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Serious Injury
3:20:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Changing lane to the right,Serious Injury
7:51:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury
11:20:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,1-2yr,No defect,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,5,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
11:20:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
17:21:00,Sunday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,Student,Normal,Not a Pedestrian,No distancing,Serious Injury
17:10:00,Tuesday,31-50,Male,Elementary school,Owner,Below 1yr,Motorcycle,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
13:19:00,Monday,18-30,Male,Writing & reading,Employee,5-10yr,Long lorry,Governmental,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
13:19:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Governmental,Above 10yr,,Other,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Turnover,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
13:19:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Organization,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
12:00:00,Sunday,18-30,Male,Elementary school,Employee,1-2yr,Turbo,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,Self-employed,Normal,Crossing from driver's nearside,No distancing,Serious Injury
